transaction_id,is_fraud,Customer_Satisfaction_Score,Loyalty_Points_Earned
2b10d7d91349ec56dd193fe2c404c875,0,8,44
52918732c1ecdd344d7ac63a2db29c77,0,7,4
73c8cee00f9609239e3ce5e06376e9f7,0,7,265
8adbb3c9f42372e2af2092b07f9afd13,0,9,199
8fce2f1eb8c86d5e0c2ae83e8a3a2a4b,0,2,40
2b5d51d044b7e0622c57fd09dd3098bd,0,10,262
679cea6211945aeb4eddf2f583f5096c,0,9,268
1ed0b4e5ecbbde572dacbea9809f7c45,0,6,445
937e4532814d2221566226ed3b610e7f,0,10,68
5ec27290ef91d94144cfd19c3a03d27b,0,9,455
673d7e1b9a5b7daa92b21a9515b4d1c7,0,1,300
c3d59fc740f318855a997086853af5bd,0,2,168
a81aaba412bfdbb03b16136623901cb6,0,5,355
fb0dba41edfc2141011abb9aab17fa2c,0,7,336
6044e1ae4d9c03bc0033f25643cce799,0,6,31
4f51b6bc2c9e2dbacfa96512b13a287a,0,3,477
34295b4e49b742c2ae6f05d66082b019,0,6,243
8024dbd9ed59678d10ac054b133b534a,0,8,156
6733a2cf894dbe88de70a8255ce074de,0,9,116
f9826967d951fdfa352d49aebd0e24fc,0,2,107
b8b87443e215c9f0975291050ec36ca4,0,8,462
7bb5badd88869ae3ff7192c3d54daedd,0,10,311
00874b4dca737745c1aa717fddab7d2a,1,3,384
e0e04fbb92bc1589e94a26628ebe68f0,0,2,272
5e31ea7a86e3d1247b0894ac19995a3f,0,9,263
37b406ca4620308cc7c5e8cabd119997,0,6,127
bc813dcdd6da13217a86e3b95532005f,0,5,226
b06c03f3e4a873d959183e6ea2eca1ec,0,6,260
27c4d78d380d7ce22659848b34606bd2,0,10,249
0cbf9e7f21cb26dcda8b6a99bed0998c,0,8,496
3b3a262f1cee3788d50b23524e9ca920,0,6,426
fb06c74d2ee493a1c74daa5e33debbdd,0,7,305
0f7bce49af4aafa3d30f7ee3bd653862,0,10,282
814e3d59cc858317f20db1e2fc62b9f2,0,3,256
9f1ed86346dbc7b32cd42c03e6cb39f0,0,9,329
42f43316ade162aec73ce12de97cff34,0,10,288
c69d9c518ba11bf722ab81e6987159c1,0,9,353
c5115c06c32abf4382040595ce8af5bb,0,7,437
71b35625057d479c6db426448b5162f8,0,3,27
bdc117ec5527048f79c5f94119f8bdf3,0,8,452
f37997beb30b00e45f3c250ef34586ae,0,3,333
d9ce46bfb818dd6cf4f60b274e89b8a3,0,8,357
bfc42a317972ea2003ff42e03a656c6f,0,7,408
f44d9e3f34edbd87c5c988834462c401,0,10,42
913a0b062e9704724945ff005348e6ad,0,10,13
9f0f4f2b08c01e049f9fc10130b11f89,0,9,383
b43714818478c6798ea6919bf3d9aec5,0,6,435
ae0ca2a436dd5519e2ab5dbcc4a6ed77,0,5,325
beb93d4133fa2ffa146d0614a178d76c,0,7,39
9b3f22e3d200cda560968d2026c50a3c,0,9,346
7ad80ac284f2ac8a0f8a754819f1f5be,0,9,304
64447380d4400fc89e97845f017711c9,0,4,184
460e601c7024f91dff2b6848d712df1a,0,1,184
47a80051c45c656957071e443d7ea336,0,8,88
ce18cd8d513010befb09d68406a86635,0,8,225
82aad16d2406a3ed44d6bebfb7d13fcd,0,10,282
8bc48f3224ebc4e1e846cc612361a769,0,7,218
1902f5e7a9e56fd15f58236182055c9c,0,4,78
d44eb684f1d1c87fa75543e9222d960e,0,2,255
9825637d42781d5f8ddb0b82603ecbdf,0,1,351
d50dc30e433cca2f834248caad2b1706,0,9,391
e68c9fab4bdddab46d8f11c58a62bf3d,0,7,369
d016cdbdaa4aee39f3f91250873987f9,0,10,347
c932cd765a381ab50d11289ba7e6a53f,0,9,351
0063a381d25382c11cd222372f9ae4a1,0,3,373
aa392f35a8997de08dbe77d3f6c2bd84,0,3,136
ab3c00dff4b1505c4be306e3aa08ba13,0,5,102
e3241e6f797f572f76ca4a04bff224e2,0,7,228
f90f5da1b03f607dd7f86aeaf1f2ec5e,0,6,116
c9ab93cfefc7ecf5c3dbe60dc1aff02c,0,9,105
9ffdde00d84919e58507489d95abddb8,0,3,303
4cce5e02986c8db9ec3e875e29f74a68,0,1,51
17545d28d37985d9d27e1264a1c768eb,0,4,111
ebd60555bf5a9593c142f936ba015ab2,0,9,69
68106e99751681d7b07fbcdac15f381e,0,7,298
2b6a6b7a9b23255c91d34747a0d22db7,0,1,349
1e284d00e61b5d299664d371452816e5,0,7,188
905a87612e267adecd63f9ecbb1e2f86,0,3,227
92a97c0da31a800482dedd84c04149ce,0,1,248
1ea8e51296f32ffeaab828aadf269cde,0,2,184
73e300b68c173cb0c8762f4ead07f3d2,0,5,131
423b380e6e476b9d546ae3f35fcd577e,0,7,464
1a10c840a5bb09e9ce65e062d27a5484,0,6,23
2f44c7d901d1b01274b430fab5b9747e,0,6,35
a95689029ad8ae0ac1a527bec836f5bf,0,7,368
bba7106d128f51b942a588464dfe7446,0,9,273
debae265d4f6991225c1af8411711bf7,0,2,376
0698a3889f7595090e4a3dba84885a3a,0,5,234
f4f6cbf34136214a9a6dd4b44744d5b8,0,3,314
626eb39a1d6baecfb1c7f270eb73f7fc,0,5,91
efa31f4933d1a42ea1f7558ef64c7996,0,7,374
b5364d2f633156dd50776b79b9c49241,0,6,18
7288c0a120e3e7c50272536da5987d66,0,1,240
515dfae0cac181f6ef9ba78867d74497,0,9,475
2501fd959cfefac3b6ab4ac6f0b7ea2e,0,5,64
7f301472215d8b774700b2603eee009e,0,1,162
3f051f2506434f8bf00e9f24044087ca,0,10,299
f9f4cc07d2424cf68c37dd5a096c011a,0,8,260
b8ec1f418c326f60315a9b6aee810705,0,2,101
c5650082a536a47287a5de0b7866ad0d,0,6,79
b847d75fe497f8e4880568125362e11c,0,7,68
42a5556d9dc053bae3e2dc9caf42e2e9,0,7,380
4877729805efdd61749a88c9bcd406e5,0,2,331
415af6635085c33a8813339f9820af03,0,5,164
e2a3f096de24d3af072cd852723712f3,0,8,225
0faa925a63a20abd4205e3a3934c2262,0,9,470
6154b5c289620f9622fea3fb937140aa,0,7,148
b8238aad880f09aedaeca8da0bc6b6ea,0,1,434
8a0508f3010ffbe0251d8971d2b08fbf,0,4,217
f05cbe75794c64d1f022bff79931b05c,0,9,422
0401988daa373ec96eacd1965d08aaea,0,7,194
3dd345188dd5ca386adbe1672512ac29,0,2,468
4f3f563efbf69a368a140c35a3c80b17,0,3,207
66d647b805811a2cca76c35ebb65f458,0,5,476
78ac211e4a5401f217fd500b725e01ef,0,10,269
77eb1894148cf280923813b5f2c66c55,0,5,291
0370a4db57eb6a4af117908b5b04409f,0,6,395
53fc991b651be2e2703f4353b723ba74,0,6,80
71bcd0322e8ad3008538326ed6393469,0,1,128
02f61b4cfd227ad40645183a693394ad,0,4,180
f7b0b203d34ca97a6de39a4f441c8539,0,8,391
e0f0f1b29a96c36374d4848e8bdd06db,0,6,446
cabc3051f2ccd3a7362bc5bcc34ad185,0,9,399
dd05391f85e167ff5ddd7226666e18e6,0,6,58
00f07db491cd8f4665856ba9324de696,0,2,363
68f7a7913401d0da8e4a11b16b6b88d8,0,4,467
0f67e21a5ef8dcbbb76cfdb20dad2f61,0,1,2
150dba8583ebd68ba66f8a0a82581763,0,9,342
104b569ab4b48b12bcf355d390f3d183,0,6,329
4a44b710838556c762abb362aa1df424,0,6,10
bdf4e59cbb15a187eb72652759f0070a,0,5,33
a1d5478b3e66ebd34d7b34132cdf00bf,0,3,461
779dc01a9b6d50a42781997b483edeba,0,7,352
662376efbaa8b4be841660d525fc209e,0,2,10
685d288882f1abbc8de5b5988cc3f8e7,0,6,467
1d29bc7fe397829b0342a0794284f41d,0,6,60
d57168711315887c55361c5a107c6a28,0,3,164
9ae61bd21ced57b0fb0dce5b5b51b563,0,10,279
0bfbcfa0fed400bb0dba9df0a9541504,0,9,122
782e35433464fb5a39bda40cda144914,0,4,389
61874d555c3ca1d0300049b9c3e38a98,0,3,11
d079e1c31b52da1f6073c24b234951ac,0,2,460
e381438c7f0adbac22c2bc8b422afd42,0,9,291
91c91a2d4e6f73ecdeeff2b08423a869,0,6,447
a00d7efd1313015fc4054ddb70f8aa1e,0,10,166
3e70d5ec4a2721a7dfc1716f6682663d,0,1,27
0cb964fe82e1207098737c1705cfd634,0,1,55
2d79933b684dcd863aa7e1ea11b14af5,0,2,419
7b8a3547a8360a62d0ea2cfa9d9e1398,1,7,480
672594070f06f77954ad3491270a30a0,0,4,402
3da45e6086a5a77955c0a83a94b79daf,0,9,392
1d6d45f7a7a48dc766ac695c294d0f6c,0,2,419
9b2444bd5ac1954f8256fb91baee63e4,0,7,26
8e9a046456fee45c2c9075bc06650e83,0,2,246
e0936906032eb8b18665d1dfa3a54f0e,0,3,187
2cf3fc03f2315d886d4531db312cd2f1,0,2,100
33803f5a75fc1a7313f97310c083dda3,0,6,115
87cb294227c2f651a6e85d8e71fad7c9,0,1,309
31dfa8a46344f8a0bbe0beadd13e9ce2,0,3,472
b7ce39f2797aee976507e1aeab9cb096,0,3,305
241dd178cc3b22e36e043bfa1f49c7ee,0,5,154
715f1949f2e149f63812a130299c0ea3,0,6,72
008532fdc19af625ac0f14ee8a50b605,0,5,165
53883c610272e7116c534da3abc6cc39,0,9,299
fe4013efdc4d8eba619937e85c14e5e4,0,1,63
148614471e0d419992670b20d83bb38f,0,1,245
eb6123b313fc607235de58e56ce2a71a,0,9,67
c3761fc090892ede6d76c1415e37d9b8,0,9,102
7152f0a2a4c158dd27082aa04b8a79ab,0,10,410
4bc0da420e788a236fec555c610d2368,1,3,0
99d33c967a17d2540e5ebaf8a5d340c0,0,2,457
9ee17b90b11effc260c3be18e28f289e,0,9,293
2ee2808c22faa4f05c8c1d7080c437c3,0,5,440
b4d349dc965189a049ae6f229af98503,0,10,329
0a1925aa98e913e8ee28d1b1d303607a,0,6,181
da4a828c2e7183f4f6c1d44b024c2813,0,6,446
ce4fcaab6435d023482a458b3882d449,0,10,89
32bdd2714373b78031128be72dcad433,0,4,119
31d7d573a00387cad10e2cbf9742de3e,0,3,227
41f31751f6ed8a8bca66fcfabbedea0d,0,8,56
fc1d02edb5b3d37e244baaffb164a813,0,6,379
0bf88a9a36634069382a08f00bcd59f6,0,10,158
111615aac19f7768ef1adc7a0dbfef05,0,6,445
80e9538583bb66c4151bbb228b30fb2b,0,3,190
1c6baac9b864be5bd9bc22c3db8f6ab6,0,2,193
3809f10e0c38ef0ee32730d8bb8dd333,0,7,141
d4ac9448ca383f274a3c3439e74bcf6f,0,3,232
8bfea38303a28450a095b115c896bdd4,0,6,320
2cc2c74ac0007793daaeb0f0f375dcd4,0,6,132
5ba7a95de05554d46f1f7321fc4d83d6,0,4,491
437f14ce08ef20f5560667568cd18628,0,2,422
0f2e5c75015b0182170e9e39d884c47a,0,7,263
a2d05d05aa3fa1851c892a7babd2b2f3,0,4,470
eec7ad73f9c05f0270d912ad24f074a2,0,9,276
4441ddf8112ab9ca4fc763d52a972b08,0,9,423
92ac4f752edc728c14043f50a9aac443,0,2,475
0ec6426d4187d60c312f9d62499b4aa1,0,10,239
e32264fd35d7cc356e632be3d9e95784,0,8,434
2ca01ede843031911bb29f7aeb3f665a,0,8,175
c862494f38535ddf4f632df67938ae89,0,5,260
6fe967ad431b348256e604ca1b1cd87d,0,3,81
5c17dfff4c8f6f34523e55a57ee1f0fa,0,1,235
37f5746bd29da2ee7627688819508ced,0,4,216
ed86c195d42125656a18cb3ae4d917ab,0,2,276
a5540f9d18f03f55863917d922550aa5,0,5,386
e26dd2c839bfa22a7540eff899ea9daf,0,1,6
4834eb0761716831880e8a7b2089f37b,0,9,307
310aa0a89ee1bbcac5247bfe4fa043c4,0,1,162
7063729b70f9b2e1d1a72d24bc952878,0,1,41
74bb55bc80402e942e25b5dc57ca0536,0,2,194
261f6c5f0ab7e87a4ef896b754fe1e79,0,10,21
c7925ec3bc2d57c5f779837b2c72cbb8,0,6,43
8abbdebc7a4a5a614ca49037f9238e72,0,8,417
0f1ec86afa5c4d130164401c6d432ce9,0,8,430
02fc502cc79dc771dd0b0156247cc2b0,0,8,482
d392925763c49a390d477f49c37b3112,0,10,34
3b54ba4627a023860384231379d66e29,0,7,94
4b2e678893327f585da6388787b67dc5,0,9,266
1861ec79edff33d6a9c30ad9c993fc4f,0,8,231
9602fa774dd68c13e18c330f49e54099,0,4,105
84355c22d69b39efc0347d8b20826d01,0,6,118
89c8556e8fc7cb745a7e91d1ce4ac7f2,0,6,303
419a3d5b396248fc64c28980f7dafe6b,0,2,374
93809e3a61494f7074fd78a4f3f25f0a,0,9,155
50f65dc0f31f696cfc08893a92ed6a45,0,3,442
b1ed32baad7c04ea5907e1787fd81882,0,7,403
adaeacb7ef077a3dc1f0dddfa8819df5,0,5,125
e0c5401eda6a9a4955569f29424f1499,0,8,224
1665fb138675b4ac225273ed59c0e1ce,0,1,383
0331a8ae50967167b28e9187a3b39f7b,0,4,77
374e5c67867e901d8f66f33558c5378b,0,5,495
8a36e90e2b0e7530305c6a97292534d8,0,4,405
29810c945b1e9d16dc696a78156a74bb,0,4,110
fd6169eb00315ce3210b79c2dd89b406,0,10,235
24cd0d4622bdd5d2a2ead0df1b583e10,0,2,158
72222b665da5fdc78cc4c1f5b797e5f4,0,10,482
63770d5045d3d99aa0881d89c32bd2c6,0,8,209
8affa1f546d3f80eab55689aac5da3ae,0,9,246
0c81d259bec48e9978be3d23ad34b1a7,0,4,45
a3cc431f74e7d0b80cc7eafdff3e4f15,0,1,31
7f81ae4178c507683c3ed5b64502d5f0,0,7,270
01aa8a7724ee84c604431888ea8b2880,0,2,219
06a2c6dc4d1705530f8ed5af47d1919c,0,3,389
e1d2e1335a931e3114719a12b908884d,0,8,271
f5e99d7ff2006fbcd0efade3335010d4,0,9,47
308998051685e26132e0cdff8d47572e,0,2,147
a6da54ff4da7e766b4ce7f4f47d00a6e,0,8,377
973861e97a8c86bfaeef5b053f2f67d2,0,5,51
761659f3f5bc14537391d3d7aec4a26c,0,7,196
80518e2291f1abd5cc45a7a4596a7abf,0,4,199
5235f3d34a123cbb22f293cdb2343240,0,2,113
de25912d8bcee7fa489b2295215e5686,0,3,30
458bfaae9d53fccb7181ad1c1227e2a4,0,2,399
389ff0d755a1532e59348b4314c755ff,0,9,427
fc60ff5d9da8c4b46d914731d3510548,0,4,368
1e846c1475ed9b00fcb82de77850478a,0,10,145
1c91d777e15513bb8d5a3e7aec042319,0,6,458
d17bc7f8bfe95adbba0698c00bbe447a,0,6,265
0ee152af8e5954fd031c15a0ce7c0f04,0,10,144
8c957ca95007b8f962bcdea883a7e665,0,4,96
1b14757a06d66f10629f81cc321c7326,0,5,264
cd496f5e2fb8c9b593ba057194b47662,0,8,447
253b4fc23adb9922a035b3107ad5809a,0,10,95
2a3e7881d052ea42638951245216db0c,0,7,160
e8f0b05bfc81e11c17d6727db7a876c4,0,7,293
dbb0a3b79913444507f990f81a2c5c8c,0,8,305
63e3118dd35993268c62fa83a58c20f8,0,7,258
b5a5aecd9b365f9717b55cb2d11f44db,0,3,60
44d20faf6ca69d71f385554b9708fb1f,0,9,433
93c9511b211799ec5259bf82b7f201ff,0,3,206
0e17810304a4e9f7168adf788190fc1a,0,2,201
d2b29f3dae69094589dbf49cbc271900,0,6,272
79cd97d8a49e1ee4026e471aeaa2f347,0,8,197
244fe6104362f1d9e3c48a4948017bd8,0,6,105
5e04ccf07ff5ae8fc8ec49cc9c95e6c5,0,9,14
baa4b7ac54ea97ffb8c5d90baa9cbe16,0,6,113
81a5df1047cc33745affe7f7e9239150,0,8,22
115e5b82fce643bf3ce8d3535707c886,0,4,205
3acac915eec778c9df8b9aef211ed003,0,5,494
ca12729f689fb43863ab4358f044b863,0,2,410
d32df4a0f21aed7d7599103c5adc123f,0,7,218
b157bca708302280657f2990dfb98df8,0,2,40
19e253fe45c886f1cb5c162effb05941,0,10,170
dcb951aba230741fc38233e868947601,0,5,103
f3ae4ebe6d0c6d3028a180f43bbb5f9c,0,6,145
8a9504cbafcead97fd4aad3a0dd440b6,0,4,25
44519067b73745fbef1a282e556c7249,0,4,83
c25868836e067c5bf63597cd87df6d40,0,4,18
28b60ec7cfd63220156c6b359d93aa8a,0,1,268
501607a1b627ae106f0652d137ce482d,0,5,287
352a770f13cee0b7653f3afcbd07298a,0,3,41
e40ec05792445ca08d4994f484c68b1a,0,5,426
400d67aef7de6a1e9aef18ba4ce5ff4a,0,10,78
5cc5432ce3f284cabd92ff3cff88b683,0,1,390
8c890b34bee675cc94ad3553c8a2e0a4,0,5,352
cf6ea7d0bb1aa92aecbe1123fc75bfc7,0,7,486
31ac5857be2b106a990116ea71490204,0,3,141
143a85570a369b0c604c2647638e305d,0,5,45
cbb68212f9603dd1a433a09c2f7b3f8e,0,6,362
bc5b632b6b4647d8b31aa1fe93d716f6,0,2,138
5e89df91f87d7bc4788749fd62a4dfd4,0,8,432
88c1744b3ead62793c1e19f6e392259c,0,6,376
017dd5bf9be5e94797f7f43d8dfaad8e,0,8,146
9a67c5b193717c8ed36a535d95de5cb1,0,7,396
556b580eca91deae59e973d6795c1eb5,0,5,410
ba75fd3f81bb5462a96659ca55c833d7,0,8,458
674ead82c3f4cf62073910e9e11523f7,0,5,390
7edb00510730fe6a2d9bf4799c1a1e44,0,4,113
ad8e36873f5deb95974689e2d9dd1f3c,0,10,165
3d8d4ef0f70601999599f6e5bac08e98,0,3,421
cd770f085c542aa115c0db2fc3dce425,0,2,474
0a3656854a838421f19f00127dced389,0,7,360
6f80161159849a9c0682fd717468091b,0,5,295
81bc17543072c883ee6fa7bdf7ff0b5b,0,3,11
a9ce4941e054276de1da41d0a74cff9f,0,3,160
a37ad25d252789a3ffdfa752489293b8,0,1,266
eb5a6724e82c7e8cea7f755ba51f8d3d,0,3,354
c3b98ccb06f5bad262f64ba6a425a106,0,8,489
873115dc22e06c77a48b06c8c818c11c,0,1,115
1b66b21d2fecac3e5bd23bfe3b80a663,0,8,126
66859a7f77c1d9b8cd5a4f06a9d47195,0,9,264
aca4ae544df18e86c02f718a0d9418b6,0,9,485
cad7bb83170aef9ed5728e8f0f3b0035,0,4,494
ed67cbf3d4dea8bb1d715638de9d6e9d,0,5,320
cb42a7751704889a3f8d54c24541ac5d,0,7,108
085ff8638a2ffe0a7a7a4fe83590653f,0,1,132
aea59766069b09756cff28f4f71ebda4,0,2,423
f5d7b66ed5fe38842ab86ff5529cf1c0,0,9,279
0221b893ddaeb2a1572c709f0c24d7b7,0,1,318
c9aa3caf02bc8274273f99bbdca3ab19,0,3,356
640761dd1d0e09d6bfe6f1ac52fe3d0d,0,2,8
63da52d3c85b6c96fd0bf9108ec054df,0,6,103
69229547cffd9f318571cc5479b02ad0,0,1,430
348783a10ed2315b83fde03800303885,0,3,377
d6cecdb88c1a80b1e94c23d0c4e6d548,0,1,109
663bfbe1ac841ff08a2ebc12bacdd8d7,0,6,187
3b0928c4fa3c69f01bd3657ba3dbdf87,0,3,96
e092efd138aa0c5a2c896dda445d21e4,0,4,217
955b33f55c831d77ed03811602165ca9,0,8,433
c9f79de9e4744d8d1778a0898ea94f4d,0,6,406
4c695706f8c0c8b13aa38e59aa866d30,0,3,77
f3fa5ab48c23423554d310a4ec94fa89,0,10,314
2fc795260eec651d306596198d17deda,0,5,354
94964dd67008d4a9972402b621cbabc4,0,7,220
b154fae8d8995e7fd490e53ed38e979a,0,7,485
87e48aacfe01196069857cbfa78b7cd6,0,10,199
cfbedc18cb35b652f5b163cf1f9fdd90,0,7,269
0ce7dccecfb77e2698693c7a0dc3678d,0,1,376
20d902fd4c698842854abb562d54a5fe,0,9,6
614dd9998af1945eeacbf39be96a9c83,0,10,43
7f90268156a565c3af27d3ce2468a8c4,0,7,112
68d3c4c5c2743927ceeb6096442806ae,0,1,45
e0ca88bad48e4c3d934eee0d55f08f11,0,6,399
8c2b0849037805e158b6036d7ad518e4,0,7,218
bc0c163bc56226a000624293659765f1,0,8,409
b45e4435d5b11ccb43806c5424f319b8,0,6,160
3490422b6868a59ce731843d54029fdc,0,2,94
da2b3d2b767e86d22a3e1419d72bbe6e,0,4,63
7bc62c7c744c04894f427502943ad568,0,2,81
de1e31c86610d5d95ca0f1524bc6f280,0,6,86
a1acc031e1d5f04bb0eef7341b7fffb2,0,10,156
b991a70ab368710ff7e76e5d2a3afed9,0,7,15
959d1d062a8ccfff8a8c02ac64085026,0,5,299
c802e8cc0e8c5642e2baca37e44be182,0,3,207
b88b4ca3cb7e248155b4ad0856b71c9b,0,5,279
738a4898d3904dd3271cb227de46a8c5,0,5,145
8841b90987975b41ce8e6cc74ec8a41f,0,4,183
b077a07491e8ffe4e2fbd0f493d43bf2,0,2,339
c7fcec974d754a7fc01554668a829cf7,0,7,171
430c342d1ab9249fff32d05746d6d338,0,9,378
60925cf37a3e677c47e4f6605d6c5c91,0,3,86
3fb6118e5ae6aa27d6dbf3ae21bea2aa,0,5,200
24ae31585c9a657e57ea5c379a2dd067,0,1,94
